date,original,tweet
2022-01-25 06:03:03+00:00,mending ptm please aku ptm di sekolah asli jangan sampe online lagi semangat belajar aku,mending ptm please aku ptm di sekolah asli jangan sampe online lagi semangat belajar aku
2022-01-25 06:00:01+00:00,mau ptm lagi udah nyaman ptm hufftt,mau ptm lagi udah nyaman ptm hufftt
2022-01-25 05:46:41+00:00,msih ptm pulangnya jam lagi ah elah,msih ptm pulangnya jam lagi ah elah
2022-01-25 05:41:16+00:00,berharap pjj ptm lagi siex,berharap pjj ptm lagi siex
2022-01-25 05:33:50+00:00,sklh ditempat anak sy prof ptm msh tp mau ngadain rekreasi keluar kota nginap,sklh ditempat anak sy prof ptm msh tp mau ngadain rekreasi keluar kota nginap
2022-01-25 05:20:18+00:00,xfxfxxad kalian kemaren ptm turun lagi jadi,xfxfxxad kalian kemaren ptm turun lagi jadi
2022-01-25 05:18:22+00:00,ak brusan ptm katanya mau diwajibin semua murid tp,ak brusan ptm katanya mau diwajibin semua murid tp
2022-01-25 05:06:29+00:00,rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya,rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya
2022-01-25 04:39:18+00:00,first time ptm lebih dari seru banget ternyata sehening biasanya,first time ptm lebih dari seru banget ternyata sehening biasanya
2022-01-25 04:28:28+00:00,sekolah tadinya ptm jadi lagi nder,sekolah tadinya ptm jadi lagi nder
2022-01-25 04:08:33+00:00,sekolahku jarang ada yang masuk ptm,sekolahku jarang ada masuk ptm
2022-01-25 03:33:20+00:00,sekarng tp belum pernah ptm,sekarng tp belum pernah ptm
2022-01-25 03:32:15+00:00,kembalikan ptm,kembalikan ptm
2022-01-25 03:29:54+00:00,samaa sekolahku ptm,samaa sekolahku ptm
2022-01-25 03:28:16+00:00,kalo akuu udah nyaman pjj cuma materi lebih ngerti kalo ptm kalau km gimanaa kil,kalo akuu udah nyaman pjj cuma materi lebih ngerti kalo ptm kalau km gimanaa kil
2022-01-25 03:26:21+00:00,aku malah pengen ptm soalnya bestie di sesi aku ptm malah diem dieman,aku malah pengen ptm soalnya bestie di sesi aku ptm malah diem dieman
2022-01-25 03:25:02+00:00,pengen ptm lagi pls kelas brisik banget,pengen ptm lagi pls kelas brisik banget
2022-01-25 02:47:00+00:00,bener kalo ptm,bener kalo ptm
2022-01-25 02:37:25+00:00,udah ptm keren ptm,udah ptm keren ptm
2022-01-25 02:24:09+00:00,hingga januari wilayah kota tangerang selatan berstatus ppkm level,hingga januari wilayah kota tangerang selatan berstatus ppkm level
2022-01-25 02:12:34+00:00,ppkm level di jabodetabek wfh persen sekolah ptm pjj,ppkm level di jabodetabek wfh persen sekolah ptm pjj
2022-01-25 02:05:58+00:00,jujur kalo pjj bakal enak teratur gt soalnya di sekolahku pjj ptm kadang ada,jujur kalo pjj bakal enak teratur gt soalnya di sekolahku pjj ptm kadang ada
2022-01-25 01:54:55+00:00,pelaksanaan pembelajaran tatap muka ptm persen di trenggalek jawa timur belum direalisasikan karena te,pelaksanaan pembelajaran tatap muka ptm persen di trenggalek jawa timur belum direalisasikan karena te
2022-01-25 01:40:15+00:00,di sekolah ptm yang masuk mau daring nunggu perintah dari pemerintah katanya seme,di sekolah ptm masuk mau daring nunggu perintah dari pemerintah katanya seme
2022-01-25 01:32:07+00:00,ombudsman menyarankan pemberlakuan mix methode cara ptm persen pjj persen diatur secara proporsion,ombudsman menyarankan pemberlakuan mix methode cara ptm persen pjj persen diatur secara proporsion
2022-01-25 00:43:08+00:00,di sklh gue bbrp guru sama murid pd tumbang jd kembali daringxfxfxx mn kemarin ptm belum yang bener masuk semua,di sklh gue bbrp guru sama murid pd tumbang jd kembali daringxfxfxx mn kemarin ptm belum bener masuk semua
2022-01-25 00:41:39+00:00,gue nyaman ptm karna gue lebih mudah paham sama materi gue ptm gue ngerasa kasian sama guruguru,gue nyaman ptm karna gue lebih mudah paham sama materi gue ptm gue ngerasa kasian sama guruguru
2022-01-25 00:38:46+00:00,sekolah kemarin udah ptm full eh jadi ptm lagi di shift soalnya di kotaku,sekolah kemarin udah ptm full eh jadi ptm lagi di shift soalnya di kotaku
2022-01-24 23:54:12+00:00,hiyezzz pjj lagi anak kelas duakelas di atasnya ptm sekali,hiyezzz pjj lagi anak kelas duakelas di atasnya ptm sekali
2022-01-24 23:41:16+00:00,cocok banget buat aku dikit dikit rasanya mau bolos malah aku tambah capek soalny,cocok banget buat aku dikit dikit rasanya mau bolos malah aku tambah capek soalny
2022-01-24 23:38:12+00:00,sumpah kalo ptm gua bangunnya jam untung pjj,sumpah kalo ptm gua bangunnya jam untung pjj
2022-01-24 23:14:27+00:00,ptm jd kepotong jd nder,ptm jd kepotong jd nder
2022-01-24 21:36:28+00:00,relate emang dapet nyangkut cuma dikit uas uts open book kampusku ptm wkwk,relate emang dapet nyangkut cuma dikit uas uts open book kampusku ptm wkwk
2022-01-24 19:36:26+00:00,menko luhut mohon dpt dipertimbangkan untuk memperketat ppkm yang ada sekarang mengingat meningkatnya kasus harian,menko luhut mohon dpt dipertimbangkan memperketat ppkm ada sekarang mengingat meningkatnya kasus harian
2022-01-24 16:26:22+00:00,rt mean logic yang kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya cepet ker,rt mean logic kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya cepet ker
2022-01-24 15:56:27+00:00,sekolahku ptm dibagi sesi sama pagi enak cuman kalo masuk rasanya ngantuk beut,sekolahku ptm dibagi sesi sama pagi enak cuman kalo masuk rasanya ngantuk beut
2022-01-24 15:49:58+00:00,sekolahku ptm kelas dibagi kelompok selangseling masuk perharinya pulang,sekolahku ptm kelas dibagi kelompok selangseling masuk perharinya pulang
2022-01-24 15:49:40+00:00,sekolah aku sistemnya nder jujur bener enak banget dapet bagian daring kayak,sekolah aku sistemnya nder jujur bener enak banget dapet bagian daring kayak
2022-01-24 15:48:44+00:00,sama enak enak aja seninkamis sekolah dari jam set sampe jam atau jam trus,sama enak enak aja seninkamis sekolah dari jam set sampe jam atau jam trus
2022-01-24 15:47:10+00:00,kemarin aku nderr ptm yang di rumah ttp ikut pjj jadi guru jelasin ptm sambil,kemarin aku nderr ptm di rumah ttp ikut pjj jadi guru jelasin ptm sambil
2022-01-24 15:45:24+00:00,sekolah aku ptm beda sistem ganjil genap tanggal ganjil sesi tanggal genap sesi,sekolah aku ptm beda sistem ganjil genap tanggal ganjil sesi tanggal genap sesi
2022-01-24 15:11:21+00:00,wah iya udah au kereennn semangat ptm kakk ditunggu update,wah iya udah au kereennn semangat ptm kakk ditunggu update
2022-01-24 14:56:13+00:00,rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya,rt weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv punya
2022-01-24 14:26:45+00:00,pls ptm lagi,pls ptm lagi
2022-01-24 14:19:41+00:00,bahas soal guys totalnya ada siswa setuju kalo bds pemisalan aku tulis nanb sa,bahas soal guys totalnya ada siswa setuju kalo bds pemisalan aku tulis nanb sa
2022-01-24 13:42:57+00:00,iya ptm rasanya capek banget,iya ptm rasanya capek banget
2022-01-24 13:36:23+00:00,kalo boleh jujur aku kurang sreg ptm capek apalgi masuk jam teng buset biasa masuk jam,kalo boleh jujur aku kurang sreg ptm capek apalgi masuk jam teng buset biasa masuk jam
2022-01-24 13:31:54+00:00,sama nder aku gakuat ptm masuk tiap gt pertama ptm sebelumny,sama nder aku gakuat ptm masuk tiap gt pertama ptm sebelumny
2022-01-24 13:15:11+00:00,weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv,weee udah part aja nieh sekian iniii terimakasi sudah meluangkan membaca au hvmv
2022-01-24 13:05:35+00:00,pro ptm pjj pokoknya kalo full pjj kurang enak kalo ada tugas kelompok,pro ptm pjj pokoknya kalo full pjj kurang enak kalo ada tugas kelompok
2022-01-24 12:42:45+00:00,tekan covid pemkot tangerang kembali berlakukan ptm wfh,tekan covid pemkot tangerang kembali berlakukan ptm wfh
2022-01-24 12:39:18+00:00,eh dipikir pikir sekolah mendingan ptm dah aslian,eh dipikir pikir sekolah mendingan ptm dah aslian
2022-01-24 12:23:15+00:00,kalian udah ptm sekarang tetep ptm diubah jadi atau full pjj,kalian udah ptm sekarang tetep ptm diubah jadi atau full pjj
2022-01-24 12:00:00+00:00,sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai,sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai
2022-01-24 11:58:22+00:00,haduhh udh deh jangan mikirin pemindahan ibu kota mnding mikirin omicron yang naikk ksian anakxcxb yang ptm full harusnya ptm aja,haduhh udh deh jangan mikirin pemindahan ibu kota mnding mikirin omicron naikk ksian anakxcxb ptm full harusnya ptm aja
2022-01-24 11:49:05+00:00,manifesting pjj ato ptm ajah karna jujur badan gakuat kalo everyday ptm,manifesting pjj ato ptm ajah karna jujur badan gakuat kalo everyday ptm
2022-01-24 11:34:14+00:00,skola sy dah ad yang kena kemarin dah pjj ptm jd lagi sampe seterusnya,skola sy dah ad kena kemarin dah pjj ptm jd lagi sampe seterusnya
2022-01-24 11:26:53+00:00,skolahku dr pertama ptm,skolahku dr pertama ptm
2022-01-24 11:11:04+00:00,sekolahku udh ptm sekarng,sekolahku udh ptm sekarng
2022-01-24 11:09:24+00:00,suka pjj suka ptm aja,suka pjj suka ptm aja
2022-01-24 10:11:08+00:00,kapasitas ptm jenjang sd di kota tangerang kembali persen siswa sedih sekarang sepi via,kapasitas ptm jenjang sd di kota tangerang kembali persen siswa sedih sekarang sepi via
2022-01-24 08:56:26+00:00,semoga saran pakar dr organisasi medis mendapat perhatian serius dr menteri,semoga saran pakar dr organisasi medis mendapat perhatian serius dr menteri
2022-01-24 08:44:15+00:00,melihat kemungkinan lonjakan kematian krn omicron mdhan menko marves luhut dpt memperketat ppkm,melihat kemungkinan lonjakan kematian krn omicron mdhan menko marves luhut dpt memperketat ppkm
2022-01-24 08:38:51+00:00,mdhan saran para dokter spesialis dr papdi pdpi perki tweets diperhatikan oleh ment,mdhan saran para dokter spesialis dr papdi pdpi perki tweets diperhatikan oleh ment
2022-01-24 08:04:04+00:00,pemerintah kabupaten tangerang hingga kini menerapkan pembelajaran tatap muka ptm persen meski wilayah,pemerintah kabupaten tangerang hingga kini menerapkan pembelajaran tatap muka ptm persen meski wilayah
2022-01-24 08:04:03+00:00,rt ptm dilakukan dua dalam,rt ptm dilakukan dua dalam
2022-01-24 08:03:33+00:00,ptm dilakukan dua dalam,ptm dilakukan dua dalam
2022-01-24 07:56:11+00:00,karena mengutamakan kesehatan keselamatan tentu saja sambut baik lapang dada,karena mengutamakan kesehatan keselamatan tentu saja sambut baik lapang dada
2022-01-24 07:43:52+00:00,kapasitas ptm di kota tangerang jadi persen lagi siswa sd kelas wajisekolah daring,kapasitas ptm di kota tangerang jadi persen lagi siswa sd kelas wajisekolah daring
2022-01-24 07:37:37+00:00,ptm enak sie tpi enk jg,ptm enak sie tpi enk jg
2022-01-24 06:28:13+00:00,klo yang masa sekarang thai kpop wattpad anime western sekarng karna masa udah ptm jad,klo masa sekarang thai kpop wattpad anime western sekarng karna masa udah ptm jad
2022-01-24 05:57:42+00:00,sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai,sekolah dasar sd di kota tangerang kembali menerapkan pembelajaran tatap muka ptm terbatas mulai
2022-01-24 05:04:03+00:00,kota tangerang kembali terapkan ptm terbatas persen gegara angka covid meningkat,kota tangerang kembali terapkan ptm terbatas persen gegara angka covid meningkat
2022-01-24 04:31:23+00:00,ptm yang,ptm
2022-01-24 03:41:42+00:00,nyebelinn sekolahku awalnya ptm di shift sekarang ganti berangkatnya ptm pjj huaaa,nyebelinn sekolahku awalnya ptm di shift sekarang ganti berangkatnya ptm pjj huaaa
2022-01-24 03:22:31+00:00,rt ptm cara lama harusnya sekolah walimurid adaptasi betul bahwa,rt ptm cara lama harusnya sekolah walimurid adaptasi betul bahwa
2022-01-24 03:22:07+00:00,ptm cara lama harusnya sekolah walimurid adaptasi betul ba,ptm cara lama harusnya sekolah walimurid adaptasi betul ba
2022-01-24 03:06:16+00:00,ptm persen di kota tangerang resmi dihentikan mulai diterapkan kembali persen,ptm persen di kota tangerang resmi dihentikan mulai diterapkan kembali persen
2022-01-24 02:52:58+00:00,disini dibatesin cuma jam pelajaran persen yang masuk ikut ptm,disini dibatesin cuma jam pelajaran persen masuk ikut ptm
2022-01-24 01:06:42+00:00,menko luhut mohon dpt dipertimbangkan untuk memperketat ppkm yang ada sekarang mengingat meningkatnya kasus harian,menko luhut mohon dpt dipertimbangkan memperketat ppkm ada sekarang mengingat meningkatnya kasus harian
2022-01-24 00:38:53+00:00,anjing diumumin ptm minggunya langsung ganti cuk sekolah gue gegara kasus koped naik lagi sial,anjing diumumin ptm minggunya langsung ganti cuk sekolah gue gegara kasus koped naik lagi sial
2022-01-24 00:32:05+00:00,sekolah gue kaga ptm jadi selang seling luring daring cuma sekolah temen gue ada yang kaya,sekolah gue kaga ptm jadi selang seling luring daring cuma sekolah temen gue ada kaya
2022-01-24 00:21:28+00:00,ptm sepi bnget kelas akuu,ptm sepi bnget kelas akuu
2022-01-24 00:12:40+00:00,anjir ptm,anjir ptm
2022-01-24 00:07:21+00:00,hujan deres amat amat amat deres ampe nyaris separuh lokal ada ptm,hujan deres amat amat amat deres ampe nyaris separuh lokal ada ptm
2022-01-23 23:59:59+00:00,fess iyakan sama kaya di surat edaran yang dibingungin maksud dari ptm maks trus kalo semis,fess iyakan sama kaya di surat edaran dibingungin maksud dari ptm maks trus kalo semis
2022-01-23 23:48:44+00:00,good morning sekul gue sistemnya ptm lagiiii kemarin lho,good morning sekul gue sistemnya ptm lagiiii kemarin lho
2022-01-23 23:06:48+00:00,mau daring lgi ptm jg dah,mau daring lgi ptm jg dah
2022-01-23 23:05:11+00:00,mulai januari ptm persen di kota tangerang dihentikan jadi persen kembali,mulai januari ptm persen di kota tangerang dihentikan jadi persen kembali
2022-01-23 23:02:37+00:00,ptm tpi,ptm tpi
2022-01-23 22:54:56+00:00,ptm jadi lagi,ptm jadi lagi
2022-01-23 22:26:06+00:00,ptm smapa kaya ptm sekolah lain,ptm smapa kaya ptm sekolah lain
2022-01-23 22:11:44+00:00,ptm udh nyaman sie tp lebih nyaman daring,ptm udh nyaman sie tp lebih nyaman daring
2022-01-23 17:36:20+00:00,rt ahli serukan wfh persen ptm dihentikan hingga maret,rt ahli serukan wfh persen ptm dihentikan hingga maret
2022-01-23 15:44:29+00:00,stuju klo ptm gurunya mikir main aja jadinya tugasnya ditumpukin ditambah ulangan lagiii,stuju klo ptm gurunya mikir main aja jadinya tugasnya ditumpukin ditambah ulangan lagiii
2022-01-23 15:22:28+00:00,bismillah semoga ptm disekolahku beso aja kembali sesi sesi plisss bismillah aamiin,bismillah semoga ptm disekolahku beso aja kembali sesi sesi plisss bismillah aamiin
2022-01-23 15:08:50+00:00,jam belajar ditambahin lgix biasanya durasi jam belajar paling lama ptm dri jam,jam belajar ditambahin lgix biasanya durasi jam belajar paling lama ptm dri jam
2022-01-23 15:01:31+00:00,ptm yang sekali aja udh cape bgtt tiap belom lagi udh hampir udh,ptm sekali aja udh cape bgtt tiap belom lagi udh hampir udh
2022-01-23 14:48:28+00:00,rt mean logic yang kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm,rt mean logic kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm
2022-01-23 14:29:46+00:00,ada yang kena sebenernyaa tpi masuknya msh jd gantian pjj ptm makasiiii gtlt,ada kena sebenernyaa tpi masuknya msh jd gantian pjj ptm makasiiii gtlt
2022-01-23 14:20:09+00:00,heh juyaa libur ptm kah,heh juyaa libur ptm kah
2022-01-23 14:10:18+00:00,ptm aja lebih baik ptm,ptm aja lebih baik ptm
2022-01-23 14:01:46+00:00,seru ptm huhu aku asik banget,seru ptm huhu aku asik banget
2022-01-23 13:47:34+00:00,aku mau ptm lagi day haha tdnya banyak setuju akhirnya eheheee,aku mau ptm lagi day haha tdnya banyak setuju akhirnya eheheee
2022-01-23 13:45:35+00:00,belum ptm belajar dari rumah,belum ptm belajar dari rumah
2022-01-23 13:32:25+00:00,aku duduk sm aja bebas yang penting aku ngincer yang tengah tmpt duduk kia ptm,aku duduk sm aja bebas penting aku ngincer tengah tmpt duduk kia ptm
2022-01-23 13:31:51+00:00,mulai besok ptm naik dri jadi,mulai besok ptm naik dri jadi
2022-01-23 13:31:43+00:00,ptm aja kalo sekarang capek ngatur belajar utbk tugas sekolah jg banyak banget,ptm aja kalo sekarang capek ngatur belajar utbk tugas sekolah jg banyak banget
2022-01-23 13:29:37+00:00,engkongfloyen wah sama dongg tp emang ptm agak membagongkan,engkongfloyen wah sama dongg tp emang ptm agak membagongkan
2022-01-23 13:27:20+00:00,aku lebih suka ptm jdi ada pjj ada ptm,aku lebih suka ptm jdi ada pjj ada ptm
2022-01-23 13:25:20+00:00,kayanya bakal blur soalnya ptm kemaren gue duduk di baris kedua,kayanya bakal blur soalnya ptm kemaren gue duduk di baris kedua
2022-01-23 13:23:25+00:00,ptm pernah eye contact ama semenjak ptm pernah soalnya bangkunya jauh dibelakang,ptm pernah eye contact ama semenjak ptm pernah soalnya bangkunya jauh dibelakang
2022-01-23 13:15:18+00:00,hahaha samaa semangat see ptm full,hahaha samaa semangat see ptm full
2022-01-23 12:44:24+00:00,gue malah pjj udah masuk ptm cuman,gue malah pjj udah masuk ptm cuman
2022-01-23 12:29:28+00:00,ri izin ptm anak pelajar di daerah jabo,ri izin ptm anak pelajar di daerah jabo
2022-01-23 12:23:05+00:00,tdinya mau ptm tpi udh gajadi,tdinya mau ptm tpi udh gajadi
2022-01-23 11:56:35+00:00,yahhh balik ptm lagi,yahhh balik ptm lagi
2022-01-23 11:48:50+00:00,dih serius dah sumpah mending ptm gpp asli anjir takutt aku teh kangen sm temen,dih serius dah sumpah mending ptm gpp asli anjir takutt aku teh kangen sm temen
2022-01-23 11:47:33+00:00,kesel gegara ptm msih skrng ptm diubah udah jdi saya mlh takut allah capek sm diri aing,kesel gegara ptm msih skrng ptm diubah udah jdi saya mlh takut allah capek sm diri aing
2022-01-23 11:42:43+00:00,persen ptm,persen ptm
2022-01-23 11:33:33+00:00,kesell sie ptm jadi lagi padahal udh seneng full lohh,kesell sie ptm jadi lagi udh seneng full lohh
2022-01-23 11:04:16+00:00,sebenarnya learning loss diatasi via online balik lagi tergantung gurunya kadang ada guru,sebenarnya learning loss diatasi via online balik lagi tergantung gurunya kadang ada guru
2022-01-23 10:27:56+00:00,sekolah saya dari awal ptm,sekolah saya dari awal ptm
2022-01-23 10:14:14+00:00,skolah gwehhhh ptm lagi anjjjjjj,skolah gwehhhh ptm lagi anjjjjjj
2022-01-23 09:39:36+00:00,salah nderr lagian udah ptm jadi ada alasan kuat buat ngerantau,salah nderr lagian udah ptm jadi ada alasan kuat buat ngerantau
2022-01-23 09:34:25+00:00,xfxfxaxd sender punya safe place di rumah di kamar sendiri karena sering dipakai kumpul sama keluarga amp ada,xfxfxaxd sender punya safe place di rumah di kamar sendiri karena sering dipakai kumpul sama keluarga amp ada
2022-01-23 09:20:12+00:00,cape banget semoga aja deh sekolah aku jadi lagi ptm,cape banget semoga aja deh sekolah aku jadi lagi ptm
2022-01-23 09:04:18+00:00,sekolahku udah stop ptm dari kemarin jadi sekarng persesi,sekolahku udah stop ptm dari kemarin jadi sekarng persesi
2022-01-23 08:57:37+00:00,ptm,ptm
2022-01-23 08:57:06+00:00,kena zona merah ptm,kena zona merah ptm
2022-01-23 08:45:51+00:00,semua gr polan jd ptm lagi asooo,semua gr polan jd ptm lagi asooo
2022-01-23 08:23:28+00:00,masihh ptm berharap aja boleh,masihh ptm berharap aja boleh
2022-01-23 08:18:34+00:00,ptm sekolah di rembang,ptm sekolah di rembang
2022-01-23 07:51:37+00:00,aku blom pernah ptm ptm pjj,aku blom pernah ptm ptm pjj
2022-01-23 07:49:42+00:00,ptm asalnya besok jadi,ptm asalnya besok jadi
2022-01-23 07:22:56+00:00,lalu sekolahku ptn kemarin katanya gaboleh jdnya depan kembali ptm,lalu sekolahku ptn kemarin katanya gaboleh jdnya depan kembali ptm
2022-01-23 07:08:02+00:00,gatau deh nder udh sklh kelas ptm sekarng depan kls sm ik,gatau deh nder udh sklh kelas ptm sekarng depan kls sm ik
2022-01-23 07:03:21+00:00,ptm dibagi berdasarkan makan diaduk diaduk,ptm dibagi berdasarkan makan diaduk diaduk
2022-01-23 06:15:09+00:00,ptm lagi,ptm lagi
2022-01-23 04:58:44+00:00,cape anjir kalo ptm di sekolah isinya presentasi kuis dadakan sampe rumah ngerjain tugas di gc,cape anjir kalo ptm di sekolah isinya presentasi kuis dadakan sampe rumah ngerjain tugas di gc
2022-01-23 04:56:40+00:00,kalau ngasih info suka dadakan kadang hberapa jam dikasih tau sekolahku awalnya ptm,kalau ngasih info suka dadakan kadang hberapa jam dikasih tau sekolahku awalnya ptm
2022-01-23 04:40:35+00:00,schapp besok sender bakal ptm takut banget aaaaaaaaaaaaaaaaaa ntar ditemenin nangis,schapp besok sender bakal ptm takut banget aaaaaaaaaaaaaaaaaa ntar ditemenin nangis
2022-01-23 03:46:22+00:00,sekolah gua agak menclamencle kemarin bru full ptm ketiga diganti ptm,sekolah gua agak menclamencle kemarin bru full ptm ketiga diganti ptm
2022-01-23 03:45:47+00:00,berarti pjj ptm,berarti pjj ptm
2022-01-23 03:40:01+00:00,mending ptm atau,mending ptm atau
2022-01-23 02:54:18+00:00,iyaaa woi bahasa jawa pelajaran bk kayak anjrittt guru bjw smt udah ptm gapernah,iyaaa woi bahasa jawa pelajaran bk kayak anjrittt guru bjw smt udah ptm gapernah
2022-01-23 01:56:09+00:00,besok ptm algskdgelsbsldhld bolos aja yaaa mending aja siiii,besok ptm algskdgelsbsldhld bolos aja yaaa mending aja siiii
2022-01-23 01:47:08+00:00,rt mean logic yang kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya cepet ker,rt mean logic kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya cepet ker
2022-01-23 01:45:56+00:00,mean logic yang kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya ce,mean logic kerja disuruh wfh kalo kapasitas kantor jd sekolah ptm makanya ce
2022-01-22 19:18:19+00:00,gue pjj ptm nanti febaru,gue pjj ptm nanti febaru
2022-01-22 16:08:44+00:00,ptm lagix,ptm lagix
2022-01-22 16:00:57+00:00,ptm dibagi jadi sesi sesi lagi jadi kaya awal lgi sekelas yang masuk,ptm dibagi jadi sesi sesi lagi jadi kaya awal lgi sekelas masuk
2022-01-22 15:45:04+00:00,presentase karena banyak tugas gabisa ditinggal alias bakal ditagih kalau melewati ten,presentase karena banyak tugas gabisa ditinggal alias bakal ditagih kalau melewati ten
2022-01-22 15:15:37+00:00,pantesan aja anjing mingdep gue ptm,pantesan aja anjing gue ptm
2022-01-22 15:13:49+00:00,eh eh mau tanya kalian yang ptm kah atau jdi,eh eh mau tanya kalian ptm kah atau jdi
2022-01-22 14:40:41+00:00,ptm yakan ketiga temen gue kelompok sedangkan gue doang kelompok waktuny,ptm yakan ketiga temen gue kelompok sedangkan gue doang kelompok waktuny
